Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,month,day,year,Tmax_x,Tmin_x,Tavg_x,Depart_x,DewPoint_x,Heat_x,Cool_x,Sunrise_x,Sunset_x,Depth_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,Tmax_y,Tmin_y,DewPoint_y,ResultSpeed_y,ResultDir_y
"South Brandon Avenue, Chicago, IL 60617, USA",2,13,54,120,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,5,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"South Brandon Avenue, Chicago, IL 60617, USA",6,13,54,120,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,1,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"3700 118th Street, Chicago, IL 60617, USA",2,37,4,121,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,2,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"3700 118th Street, Chicago, IL 60617, USA",1,37,4,121,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,2,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"3800 East 115th Street, Chicago, IL 60617, USA",2,38,3,122,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,4,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"East 91st Street, Chicago, IL, USA",1,81,10,86,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,2,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"2400 East 105th Street, Chicago, IL 60617, USA",2,24,1,89,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,5,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"2400 East 105th Street, Chicago, IL 60617, USA",1,24,1,89,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,5,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"6500 South Racine Avenue, Chicago, IL 60636, USA",2,65,83,60,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.65535600000001,9,1,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"8900 South Muskegon Avenue, Chicago, IL 60617, USA",2,89,78,82,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,2,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"8900 South Muskegon Avenue, Chicago, IL 60617, USA",1,89,78,82,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,2,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"9800 South Avenue G, Chicago, IL 60617, USA",2,98,51,83,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,1,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"9800 South Avenue G, Chicago, IL 60617, USA",1,98,51,83,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,7,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"South Cottage Grove Avenue, Chicago, IL, USA",2,10,62,84,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,1,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"South Avenue L, Chicago, IL 60617, USA",2,11,52,85,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,6,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"South Avenue L, Chicago, IL 60617, USA",1,11,52,85,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,2,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",3,66,70,109,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,1,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",1,66,70,109,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,2,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",6,66,70,109,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,1,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"West 37th Place, Chicago, IL, USA",2,81,101,110,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,1,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"4000 East 130th Street, Chicago, IL 60633, USA",1,40,5,129,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8,3,0,9,19,2007,84,65,75,12,59,0,10,0536,1755,0,5.0,26,9.7,84,68,59,3.5,25
"4100 North Oak Park Avenue, Chicago, IL 60634, USA",2,41,36,1,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,33,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"4100 North Oak Park Avenue, Chicago, IL 60634, USA",1,41,36,1,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,41,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"6200 North Mandell Avenue, Chicago, IL 60646, USA",1,62,30,8,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"7900 West Foster Avenue, Chicago, IL 60656, USA",1,79,120,15,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,5,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1100 Roosevelt Road, Chicago, IL 60608, USA",2,11,134,37,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,11,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1100 Roosevelt Road, Chicago, IL 60608, USA",1,11,134,37,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,5,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1100 West Chicago Avenue, Chicago, IL 60642, USA",2,11,117,38,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1100 West Chicago Avenue, Chicago, IL 60642, USA",1,11,117,38,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2200 North Cannon Drive, Chicago, IL 60614, USA",2,22,18,41,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,7,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2200 North Cannon Drive, Chicago, IL 60614, USA",1,22,18,41,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2200 West 113th Street, Chicago, IL 60643, USA",2,22,95,68,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2200 West 113th Street, Chicago, IL 60643, USA",2,22,95,68,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,12,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2200 West 113th Street, Chicago, IL 60643, USA",1,22,95,68,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2200 West 113th Street, Chicago, IL 60643, USA",1,22,95,68,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1100 South Peoria Street, Chicago, IL 60608, USA",2,11,81,75,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2200 West 89th Street, Chicago, IL 60643, USA",2,22,111,80,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,17,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2200 West 89th Street, Chicago, IL 60643, USA",1,22,111,80,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2200 West 89th Street, Chicago, IL 60643, USA",1,22,111,80,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,50,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"North Streeter Drive, Chicago, IL 60611, USA",2,53,46,91,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"North Streeter Drive, Chicago, IL 60611, USA",6,53,46,91,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",2,65,36,96,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,10,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"6500 North Oak Park Avenue, Chicago, IL 60631, USA",1,65,36,96,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"7500 North Oakley Avenue, Chicago, IL 60645, USA",2,75,37,101,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"7500 North Oakley Avenue, Chicago, IL 60645, USA",1,75,37,101,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,5,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1500 North Long Avenue, Chicago, IL 60651, USA",2,15,29,106,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,10,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"8900 South Carpenter Street, Chicago, IL 60620, USA",2,89,57,112,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"8900 South Carpenter Street, Chicago, IL 60620, USA",1,89,57,112,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"9100 West Higgins Avenue, Chicago, IL 60656, USA",2,91,126,10,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"9100 West Higgins Avenue, Chicago, IL 60656, USA",1,91,126,10,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,29,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",1,36,39,11,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"7200 North Oketo Avenue, Chicago, IL 60631, USA",2,72,38,16,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,5,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"7200 North Oketo Avenue, Chicago, IL 60631, USA",1,72,38,16,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,20,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"3800 North California Avenue, Chicago, IL 60618, USA",2,38,16,19,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"4900 West Balmoral Avenue, Chicago, IL 60630, USA",2,49,115,20,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"4900 West Balmoral Avenue, Chicago, IL 60630, USA",1,49,115,20,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"5800 North Western Avenue, Chicago, IL 60659, USA",2,58,48,22,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,5,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"5800 North Western Avenue, Chicago, IL 60659, USA",3,58,48,22,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"5800 North Western Avenue, Chicago, IL 60659, USA",1,58,48,22,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,12,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"5000 South Central Avenue, Chicago, IL 60638, USA",2,50,58,24,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"5000 South Central Avenue, Chicago, IL 60638, USA",1,50,58,24,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,20,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1400 North Sacramento Avenue, Chicago, IL 60622, USA",2,14,22,25,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,9,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1400 North Sacramento Avenue, Chicago, IL 60622, USA",1,14,22,25,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,17,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"South Vincennes Avenue, Chicago, IL, USA",2,10,90,70,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"South Vincennes Avenue, Chicago, IL, USA",1,10,90,70,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,7,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",1,11,50,71,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1100 South State Street, Chicago, IL 60605, USA",2,11,85,76,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,4,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1100 South State Street, Chicago, IL 60605, USA",1,11,85,76,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"4200 West 127th Street, Alsip, IL 60803, USA",2,42,98,92,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,12,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"4200 West 127th Street, Alsip, IL 60803, USA",1,42,98,92,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,34,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"5300 West Agatite Avenue, Chicago, IL 60630, USA",2,53,114,94,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"Chicago, IL, USA",2,43,13,98,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"Chicago, IL, USA",2,43,13,98,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"4200 North Richmond Street, Chicago, IL 60618, USA",2,42,41,99,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"4200 North Richmond Street, Chicago, IL 60618, USA",1,42,41,99,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2800 North Francisco Avenue, Chicago, IL 60618, USA",2,28,20,100,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1800 West Farwell Avenue, Chicago, IL 60626, USA",2,18,119,103,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1800 West Farwell Avenue, Chicago, IL 60626, USA",1,18,119,103,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,5,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1800 West Farwell Avenue, Chicago, IL 60626, USA",6,18,119,103,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"7000 West Armitage Avenue, Chicago, IL 60707, USA",2,70,0,104,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"7000 West Armitage Avenue, Chicago, IL 60707, USA",1,70,0,104,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,22,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2500 South Millard Avenue, Chicago, IL 60623, USA",1,25,77,105,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2100 North Lawler Avenue, Chicago, IL 60639, USA",2,21,27,107,"2100  N LAWLER AVE, Chicago, IL",41.918704999999996,-87.752329,8,7,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2100 North Lawler Avenue, Chicago, IL 60639, USA",1,21,27,107,"2100  N LAWLER AVE, Chicago, IL",41.918704999999996,-87.752329,8,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"3500 West 116th Street, Chicago, IL 60655, USA",2,35,96,111,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,8,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"3500 West 116th Street, Chicago, IL 60655, USA",1,35,96,111,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,4,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",2,93,65,115,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725516999999996,-87.61425799999999,8,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",1,93,65,115,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725516999999996,-87.61425799999999,8,7,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"3700 North Kedvale Avenue, Chicago, IL 60641, USA",2,37,23,123,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,7,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"3700 North Kedvale Avenue, Chicago, IL 60641, USA",1,37,23,123,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,4,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"4500 North Campbell Avenue, Chicago, IL 60625, USA",2,45,17,128,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"4600 Milwaukee Avenue, Chicago, IL 60630, USA",2,46,33,4,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,6,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"4600 Milwaukee Avenue, Chicago, IL 60630, USA",1,46,33,4,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,6,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"6000 North Avondale Avenue, Chicago, IL 60631, USA",2,60,15,7,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,8,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"7000 North Moselle Avenue, Chicago, IL 60646, USA",1,70,35,9,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9,15,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"6100 North Lemont Avenue, Chicago, IL 60646, USA",2,61,28,12,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"6100 North Lemont Avenue, Chicago, IL 60646, USA",3,61,28,12,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"6100 North Lemont Avenue, Chicago, IL 60646, USA",1,61,28,12,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,5,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2700 South Western Avenue, Chicago, IL 60608, USA",2,27,92,26,"2700  S WESTERN AVE, Chicago, IL",41.843810999999995,-87.686763,9,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"6800 West Belden Avenue, Chicago, IL 60707, USA",1,68,116,29,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,5,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1100 South California Avenue, Chicago, IL 60612, USA",1,11,55,36,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2500 South Throop Street, Chicago, IL 60608, USA",2,25,87,40,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,9,9,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"2500 South Throop Street, Chicago, IL 60608, USA",1,25,87,40,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,9,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1000 West 95th Street, Chicago, IL 60643, USA",2,10,112,67,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,12,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1000 West 95th Street, Chicago, IL 60643, USA",1,10,112,67,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,3,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1000 West 95th Street, Chicago, IL 60643, USA",6,10,112,67,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,1,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1000 South California Avenue, Chicago, IL 60612, USA",2,10,56,69,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,9,2,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1000 South California Avenue, Chicago, IL 60612, USA",1,10,56,69,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,9,6,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
"1800 West Leland Avenue, Chicago, IL 60640, USA",2,18,128,127,"1800  W LELAND AVE, Chicago, IL",41.966986999999996,-87.674677,8,6,0,9,24,2007,90,68,79,18,63,0,14,0541,1746,0,11.4,19,11.9,91,71,62,10.0,19
