Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2008-08-01,1,89,68,79,68,72,0,14,445,1911,1.05,29.09,29.79,3.1,31,5.7
2008-08-02,1,81,65,73,59,65,0,8,446,1910,0.0,29.24,29.93,8.4,3,9.2
2008-08-03,1,84,61,73,61,66,0,8,447,1909,0.0,29.24,29.96,5.3,18,6.0
2008-08-04,1,87,70,79,68,70,0,14,448,1908,2.43,29.18,29.9,3.1,18,9.0
2008-08-05,1,87,69,78,67,71,0,13,449,1907,0.0,29.24,29.93,6.2,31,7.4
2008-08-06,1,84,67,76,60,66,0,11,450,1906,0.0,29.29,30.0,6.8,30,8.1
2008-08-07,1,82,64,73,56,63,0,8,451,1904,0.0,29.26,29.98,7.8,34,9.4
2008-08-08,1,79,63,71,54,61,0,6,452,1903,0.0,29.29,30.01,4.5,2,7.4
2008-08-09,1,80,62,71,58,62,0,6,453,1902,0.005,29.2,29.92,2.6,31,9.0
2008-08-10,1,74,58,66,52,58,0,1,454,1900,0.0,29.31,30.02,8.4,2,9.0
2008-08-11,1,77,59,68,57,61,0,3,455,1859,0.0,29.3,30.02,3.9,5,6.3
2008-08-12,1,77,61,69,57,62,0,4,456,1858,0.0,29.17,29.9,3.3,10,3.8
2008-08-13,1,79,66,73,59,63,0,8,457,1856,0.06,29.11,29.84,3.0,7,4.6
2008-08-14,1,79,63,71,60,64,0,6,458,1855,0.0,29.23,29.93,7.3,3,7.9
2008-08-15,1,78,61,70,54,61,0,5,459,1854,0.0,29.44,30.13,6.9,3,7.9
2008-08-16,1,83,58,71,53,61,0,6,500,1852,0.0,29.4,30.13,5.7,29,6.5
2008-08-17,1,84,63,74,60,65,0,9,501,1851,0.0,29.28,30.01,7.9,26,8.0
2008-08-18,1,85,65,75,57,64,0,10,502,1849,0.0,29.26,29.98,7.2,27,7.4
2008-08-19,1,82,63,73,64,67,0,8,503,1848,0.0,29.38,30.08,5.9,4,6.7
2008-08-20,1,81,65,73,60,65,0,8,504,1846,0.0,29.4,30.12,6.0,9,7.4
2008-08-21,1,82,68,75,61,66,0,10,505,1845,0.005,29.31,30.03,6.5,15,8.4
2008-08-22,1,83,72,78,68,71,0,13,506,1843,0.09,29.32,30.03,12.7,19,12.8
2008-08-23,1,87,68,78,66,70,0,13,508,1842,0.0,29.31,30.02,7.6,25,9.4
2008-08-24,1,77,63,70,57,62,0,5,509,1840,0.0,29.34,30.05,7.7,3,9.7
2008-08-25,1,74,64,69,54,60,0,4,510,1839,0.0,29.36,30.08,11.1,5,11.4
2008-08-26,1,76,61,69,54,60,0,4,511,1837,0.0,29.29,30.03,7.7,7,8.4
2008-08-27,1,83,61,72,56,63,0,7,512,1835,0.0,29.2,29.93,4.6,7,5.9
2008-08-28,1,80,63,72,64,67,0,7,513,1834,0.06,29.1,29.82,5.7,19,6.7
2008-08-29,1,85,64,75,58,65,0,10,514,1832,0.04,29.24,29.93,3.5,35,6.5
2008-08-30,1,87,56,72,55,62,0,7,515,1831,0.0,29.39,30.09,2.6,24,3.8
2008-08-31,1,90,60,75,56,64,0,10,516,1829,0.0,29.41,30.13,4.8,13,5.4
2008-09-01,1,90,62,76,54,63,0,11,517,1827,0.0,29.37,30.09,7.0,14,7.7
2008-09-02,1,94,65,80,61,68,0,15,518,1826,0.0,29.31,30.02,3.2,21,4.4
2008-09-03,1,77,66,72,60,64,0,7,519,1824,0.02,29.31,30.02,9.8,1,10.4
2008-09-04,1,67,61,64,61,62,1,0,520,1822,2.9,29.08,29.82,11.6,3,12.4
2008-09-05,1,70,57,64,56,59,1,0,521,1821,0.0,29.22,29.93,5.9,34,6.9
2008-09-06,1,74,53,64,54,58,1,0,522,1819,0.01,29.28,29.98,4.9,27,5.3
2008-09-07,1,74,55,65,51,57,0,0,523,1817,0.0,29.35,30.06,6.4,26,6.6
2008-09-08,1,67,52,60,52,55,5,0,524,1815,1.23,29.41,30.11,4.6,34,6.2
2008-09-09,1,69,49,59,45,52,6,0,525,1814,0.0,29.45,30.17,3.9,36,6.4
2008-09-10,1,72,48,60,48,54,5,0,526,1812,0.0,29.47,30.21,4.3,14,5.1
2008-09-11,1,79,55,67,57,61,0,2,527,1810,0.005,29.33,30.08,8.9,18,9.8
2008-09-12,1,73,69,71,67,68,0,6,528,1809,0.37,29.22,29.96,6.0,22,6.8
2008-09-13,1,75,68,72,69,70,0,7,529,1807,6.64,28.97,29.71,6.4,21,9.1
2008-09-14,1,72,58,65,61,62,0,0,530,1805,1.44,28.97,29.67,7.7,31,10.1
2008-09-15,1,63,53,58,51,55,7,0,531,1803,0.005,29.41,30.1,5.7,34,6.1
2008-09-16,1,71,49,60,50,55,5,0,532,1760,0.0,29.47,30.19,5.3,23,5.8
2008-09-17,1,82,57,70,56,60,0,5,533,1758,0.0,29.46,30.18,2.1,29,7.0
2008-09-18,1,74,56,65,55,60,0,0,535,1756,0.0,29.56,30.28,6.1,9,7.2
2008-09-19,1,77,54,66,54,59,0,1,536,1755,0.0,29.47,30.2,5.8,19,6.0
2008-09-20,1,82,56,69,57,61,0,4,537,1753,0.0,29.46,30.17,1.7,16,2.9
2008-09-21,1,80,58,69,61,64,0,4,538,1751,0.0,29.55,30.26,3.8,5,4.2
2008-09-22,1,81,61,71,59,64,0,6,539,1749,0.0,29.59,30.31,6.9,11,8.0
2008-09-23,1,82,59,71,57,62,0,6,540,1748,0.0,29.56,30.29,7.0,15,7.7
2008-09-24,1,82,57,70,59,63,0,5,541,1746,0.2,29.54,30.27,2.6,23,4.6
2008-09-25,1,77,63,70,61,64,0,5,542,1744,0.0,29.54,30.27,6.9,4,7.5
2008-09-26,1,79,59,69,55,60,0,4,543,1742,0.0,29.42,30.16,3.0,6,4.3
2008-09-27,1,81,53,67,54,60,0,2,544,1741,0.0,29.33,30.06,1.0,3,2.7
2008-09-28,1,68,57,63,57,60,2,0,545,1739,0.0,29.41,30.13,7.2,4,7.8
2008-09-29,1,64,54,59,55,57,6,0,546,1737,0.82,29.26,30.0,3.5,33,4.8
2008-09-30,1,59,48,54,44,49,11,0,547,1735,0.0,29.21,29.95,11.4,31,11.5
2008-10-01,1,61,46,54,40,47,11,0,548,1734,0.0,29.24,29.97,11.2,33,11.1
2008-10-02,1,61,42,52,40,47,13,0,549,1732,0.0,29.18,29.91,8.7,28,9.2
2008-10-03,1,60,44,52,42,47,13,0,550,1730,0.01,29.34,30.05,6.5,3,7.7
2008-10-04,1,61,38,50,38,45,15,0,552,1729,0.0,29.51,30.23,3.2,11,4.4
2008-10-05,1,61,41,51,43,48,14,0,553,1727,0.06,29.51,30.25,5.6,11,6.6
2008-10-06,1,69,54,62,47,54,3,0,554,1725,0.0,29.49,30.23,10.5,11,10.7
2008-10-07,1,63,56,60,52,56,5,0,555,1724,0.8,29.24,30.01,10.3,13,11.3
2008-10-08,1,64,50,57,51,54,8,0,556,1722,0.19,29.13,29.85,7.5,26,8.1
2008-10-09,1,69,47,58,38,49,7,0,557,1720,0.0,29.36,30.05,5.5,29,5.8
2008-10-10,1,72,42,57,42,50,8,0,558,1719,0.0,29.47,30.18,4.8,11,6.7
2008-10-11,1,79,51,65,50,57,0,0,559,1717,0.0,29.52,30.24,4.2,14,5.0
2008-10-12,1,84,57,71,56,61,0,6,600,1715,0.0,29.55,30.27,4.3,15,5.1
2008-10-13,1,77,61,69,58,63,0,4,602,1714,0.0,29.47,30.21,7.7,20,8.1
2008-10-14,1,69,53,61,43,51,4,0,603,1712,0.005,29.49,30.22,2.0,30,6.8
2008-10-15,1,63,47,55,50,53,10,0,604,1711,0.3,29.34,30.06,4.2,32,6.3
2008-10-16,1,59,43,51,38,44,14,0,605,1709,0.0,29.52,30.25,6.1,35,7.5
2008-10-17,1,57,43,50,39,44,15,0,606,1707,0.0,29.53,30.26,6.2,36,7.2
2008-10-18,1,60,43,52,40,45,13,0,607,1706,0.05,29.58,30.32,2.1,7,6.1
2008-10-19,1,62,40,51,37,45,14,0,608,1704,0.0,29.49,30.24,12.0,19,12.4
2008-10-20,1,55,43,49,42,46,16,0,610,1703,0.18,29.48,30.21,4.0,31,7.6
2008-10-21,1,55,38,47,35,42,18,0,611,1701,0.0,29.64,30.37,7.1,2,8.7
2008-10-22,1,52,35,44,30,40,21,0,612,1660,0.0,29.65,30.39,12.1,12,13.1
2008-10-23,1,58,41,50,36,44,15,0,613,1658,0.16,29.5,30.27,11.5,12,11.8
2008-10-24,1,54,44,49,44,47,16,0,614,1657,0.32,29.18,29.96,5.3,19,6.1
2008-10-25,1,53,43,48,40,44,17,0,616,1656,0.005,29.02,29.77,11.9,22,12.3
2008-10-26,1,56,37,47,32,41,18,0,617,1654,0.005,29.1,29.8,17.2,27,17.8
2008-10-27,1,47,33,40,27,35,25,0,618,1653,0.005,29.51,30.2,13.7,31,14.4
2008-10-28,1,45,31,38,23,33,27,0,619,1651,0.0,29.54,30.29,10.5,30,10.9
2008-10-29,1,51,32,42,24,34,23,0,620,1650,0.0,29.47,30.21,3.7,32,6.2
2008-10-30,1,62,31,47,32,41,18,0,622,1649,0.0,29.57,30.31,10.5,19,10.4
2008-10-31,1,70,48,59,46,51,6,0,623,1647,0.0,29.57,30.3,5.7,22,7.4
2009-05-01,1,60,46,53,40,47,12,0,448,1849,0.02,29.26,29.98,8.4,29,8.5
2009-05-02,1,66,44,55,33,45,10,0,447,1850,0.0,29.21,29.94,8.8,26,9.2
2009-05-03,1,70,43,57,34,47,8,0,446,1851,0.0,29.19,29.92,3.9,26,4.9
2009-05-04,1,70,43,57,34,47,8,0,444,1852,0.0,29.31,30.02,6.5,9,7.6
2009-05-05,1,71,49,60,40,50,5,0,443,1853,0.0,29.22,29.95,5.5,13,6.0
2009-05-06,1,75,51,63,51,55,2,0,442,1855,0.67,29.05,29.79,6.5,19,8.1
2009-05-07,1,77,56,67,52,57,0,2,441,1856,0.19,29.01,29.73,8.5,25,10.3
2009-05-08,1,77,53,65,53,58,0,0,439,1857,0.02,28.94,29.68,4.9,21,6.0
2009-05-09,1,63,46,55,44,48,10,0,438,1858,0.005,29.19,29.87,6.8,29,11.8
2009-05-10,1,67,40,54,39,46,11,0,437,1859,0.0,29.41,30.11,4.7,30,8.4
2009-05-11,1,61,39,50,35,44,15,0,436,1860,0.0,29.47,30.2,0.7,8,4.6
2009-05-12,1,71,39,55,34,47,10,0,435,1901,0.0,29.38,30.13,9.5,16,9.6
2009-05-13,1,70,53,62,56,58,3,0,434,1902,0.55,29.01,29.76,14.4,19,16.4
2009-05-14,1,68,53,61,44,52,4,0,433,1903,0.0,29.31,30.0,10.5,27,10.7
2009-05-15,1,61,52,57,51,54,8,0,432,1904,0.39,29.28,30.0,6.0,16,8.8
2009-05-16,1,62,45,54,40,49,11,0,431,1905,0.0,29.36,30.05,11.0,29,12.5
2009-05-17,1,63,39,51,27,42,14,0,430,1906,0.0,29.6,30.32,0.2,33,6.2
2009-05-18,1,66,40,53,33,45,12,0,429,1907,0.005,29.54,30.29,9.6,19,9.9
2009-05-19,1,80,52,66,44,55,0,1,428,1908,0.0,29.48,30.21,13.5,21,13.8
2009-05-20,1,84,61,73,44,57,0,8,427,1909,0.0,29.4,30.13,14.4,20,14.6
2009-05-21,1,84,60,72,49,59,0,7,426,1910,0.0,29.38,30.09,7.8,23,12.8
2009-05-22,1,69,53,61,46,53,4,0,425,1911,0.0,29.46,30.18,10.4,4,10.7
2009-05-23,1,80,50,65,50,57,0,0,425,1912,0.0,29.33,30.06,4.5,7,5.7
2009-05-24,1,71,55,63,46,53,2,0,424,1913,0.0,29.34,30.07,10.4,4,11.0
2009-05-25,1,67,54,61,43,51,4,0,423,1914,0.04,29.28,30.02,10.3,6,10.8
2009-05-26,1,74,53,64,51,55,1,0,422,1915,1.73,29.08,29.82,7.5,5,7.8
2009-05-27,1,73,55,64,58,60,1,0,422,1916,0.02,28.95,29.68,3.6,24,7.2
2009-05-28,1,62,54,58,51,54,7,0,421,1916,0.0,29.06,29.76,6.8,30,8.1
2009-05-29,1,74,50,62,49,55,3,0,421,1917,0.005,29.17,29.88,2.7,32,6.9
2009-05-30,1,79,50,65,46,54,0,0,420,1918,0.005,29.09,29.81,2.9,27,6.8
2009-05-31,1,73,45,59,41,50,6,0,420,1919,0.0,29.21,29.94,2.7,10,4.6
2009-06-01,1,78,51,65,53,57,0,0,419,1920,0.44,29.19,29.89,1.2,34,11.1
2009-06-02,1,60,48,54,46,50,11,0,419,1920,0.12,29.36,30.09,7.4,3,8.0
2009-06-03,1,61,43,52,39,46,13,0,418,1921,0.0,29.42,30.15,10.5,4,10.7
2009-06-04,1,68,42,55,37,48,10,0,418,1922,0.0,29.31,30.05,4.7,4,5.9
2009-06-05,1,79,44,62,44,54,3,0,417,1923,0.0,29.18,29.91,5.8,26,6.7
2009-06-06,1,63,51,57,45,50,8,0,417,1923,0.02,29.2,29.93,6.2,5,7.7
2009-06-07,1,73,52,63,53,57,2,0,417,1924,0.04,29.14,29.87,2.7,8,6.9
2009-06-08,1,80,52,66,60,63,0,1,417,1925,0.45,29.06,29.77,5.9,24,9.2
2009-06-09,1,67,55,61,53,56,4,0,416,1925,0.005,29.23,29.94,4.0,6,6.3
2009-06-10,1,67,54,61,49,53,4,0,416,1926,0.01,29.15,29.89,8.0,5,8.7
2009-06-11,1,64,53,59,51,54,6,0,416,1926,0.01,29.11,29.83,10.2,3,10.3
2009-06-12,1,74,49,62,49,55,3,0,416,1927,0.005,29.24,29.95,4.4,7,5.8
2009-06-13,1,68,54,61,51,55,4,0,416,1927,0.33,29.28,30.0,5.9,5,6.7
2009-06-14,1,77,51,64,48,57,1,0,416,1928,0.0,29.29,30.01,4.5,4,4.7
2009-06-15,1,81,53,67,49,58,0,2,416,1928,0.0,29.28,30.01,5.5,9,6.4
2009-06-16,1,71,59,65,55,60,0,0,416,1929,1.23,29.15,29.89,11.2,10,11.8
2009-06-17,1,71,61,66,59,62,0,1,416,1929,0.0,29.16,29.88,3.0,36,6.2
2009-06-19,1,86,65,76,67,69,0,11,416,1930,3.97,28.97,29.7,7.2,18,11.6
2009-06-20,1,87,68,78,65,70,0,13,416,1930,0.0,29.08,29.76,8.3,29,8.6
2009-06-21,1,84,70,77,63,68,0,12,416,1930,0.01,29.12,29.82,2.8,7,3.9
2009-06-22,1,89,68,79,67,71,0,14,417,1931,0.09,29.09,29.79,4.0,11,5.6
2009-06-23,1,94,71,83,69,73,0,18,417,1931,0.0,29.16,29.87,1.8,14,3.5
2009-06-24,1,94,75,85,68,73,0,20,417,1931,0.04,29.16,29.87,1.9,22,5.8
2009-06-25,1,94,75,85,69,73,0,20,417,1931,0.005,29.08,29.8,2.4,32,4.9
2009-06-27,1,89,62,76,61,67,0,11,418,1931,0.3,29.1,29.82,5.1,21,6.9
2009-06-28,1,83,66,75,53,62,0,10,419,1931,0.0,29.0,29.73,13.2,29,13.6
2009-06-29,1,77,63,70,54,61,0,5,419,1931,0.0,28.89,29.6,12.2,30,12.7
2009-06-30,1,66,59,63,53,57,2,0,419,1931,0.0,28.95,29.65,8.9,30,9.1
2009-07-01,1,65,57,61,52,56,4,0,420,1931,0.005,29.07,29.77,8.2,32,8.7
2009-07-02,1,73,59,66,54,60,0,1,420,1931,0.0,29.26,29.95,8.4,31,8.8
2009-07-03,1,79,63,71,56,62,0,6,421,1931,0.0,29.36,30.06,1.2,34,5.8
2009-07-04,1,69,59,64,58,61,1,0,422,1930,0.2,29.26,29.99,1.8,13,3.8
2009-07-05,1,81,57,69,58,63,0,4,422,1930,0.05,29.2,29.92,0.7,34,2.4
2009-07-06,1,86,60,73,54,62,0,8,423,1930,0.0,29.14,29.86,7.5,31,7.8
2009-07-07,1,77,59,68,54,60,0,3,423,1930,0.005,29.18,29.89,5.9,7,7.0
2009-07-08,1,65,61,63,56,59,2,0,424,1929,0.06,29.28,29.99,6.8,6,7.0
2009-07-09,1,79,59,69,57,63,0,4,425,1929,0.0,29.35,30.07,5.8,11,6.9
2009-07-10,1,82,63,73,64,67,0,8,425,1929,0.08,29.34,30.06,4.4,21,4.9
2009-07-11,1,85,63,74,59,65,0,9,426,1928,0.25,29.34,30.04,4.8,31,7.0
2009-07-12,1,82,58,70,51,60,0,5,427,1928,0.0,29.35,30.07,2.9,29,5.7
2009-07-13,1,79,61,70,46,57,0,5,428,1927,0.0,29.36,30.07,4.8,7,5.8
2009-07-14,1,80,55,68,51,59,0,3,428,1927,0.0,29.34,30.07,6.7,16,7.5
2009-07-15,1,85,65,75,62,67,0,10,429,1926,0.68,29.18,29.9,10.0,24,12.4
2009-07-16,1,80,64,72,56,62,0,7,430,1925,0.005,29.17,29.89,9.9,28,10.8
2009-07-17,1,70,57,64,51,56,1,0,431,1925,0.0,29.15,29.87,10.6,30,10.8
2009-07-18,1,72,57,65,52,57,0,0,432,1924,0.0,29.31,30.01,8.1,31,8.2
2009-07-19,1,71,57,64,52,58,1,0,433,1923,0.0,29.39,30.11,1.3,36,4.0
2009-07-20,1,76,55,66,55,60,0,1,433,1923,0.0,29.36,30.09,5.1,9,5.5
2009-07-21,1,80,58,69,57,62,0,4,434,1922,0.04,29.28,30.01,3.1,13,5.8
2009-07-22,1,78,63,71,61,64,0,6,435,1921,0.005,29.23,29.95,3.5,3,5.0
2009-07-23,1,82,62,72,58,63,0,7,436,1920,0.0,29.21,29.93,2.6,32,5.0
2009-07-24,1,83,61,72,59,64,0,7,437,1919,0.14,29.08,29.83,8.9,23,9.8
2009-07-25,1,81,66,74,58,64,0,9,438,1918,0.0,29.02,29.73,10.6,28,11.1
2009-07-26,1,82,63,73,58,64,0,8,439,1918,0.005,29.13,29.82,8.0,29,8.6
2009-07-27,1,84,64,74,61,66,0,9,440,1917,0.02,29.13,29.86,9.3,23,10.1
2009-07-28,1,84,66,75,60,66,0,10,441,1916,0.01,29.08,29.78,6.4,28,8.0
2009-07-29,1,81,62,72,51,59,0,7,442,1915,0.0,29.13,29.84,4.2,35,7.1
2009-07-30,1,79,59,69,57,62,0,4,443,1914,0.005,29.15,29.85,4.4,23,5.5
2009-07-31,1,81,58,70,54,61,0,5,444,1913,0.0,29.23,29.94,6.2,26,7.3
2009-08-01,1,75,61,68,59,62,0,3,445,1911,0.005,29.18,29.91,11.6,22,11.4
2009-08-02,1,78,57,68,51,59,0,3,446,1910,0.0,29.2,29.93,6.8,25,9.6
2009-08-03,1,84,67,76,60,66,0,11,447,1909,0.07,29.1,29.82,12.2,21,12.4
2009-08-04,1,85,67,76,61,67,0,11,448,1908,0.0,29.17,29.87,2.5,2,5.8
2009-08-05,1,79,61,70,54,61,0,5,449,1907,0.0,29.34,30.05,2.9,6,4.2
2009-08-06,1,82,60,71,51,60,0,6,450,1906,0.0,29.39,30.09,1.4,6,5.4
2009-08-07,1,74,64,69,59,63,0,4,451,1904,0.33,29.36,30.09,7.3,15,7.8
2009-08-08,1,89,68,79,70,73,0,14,452,1903,0.02,29.2,29.92,12.9,21,13.6
2009-08-09,1,91,77,84,71,74,0,19,453,1902,0.18,29.23,29.94,11.6,23,12.9
2009-08-10,1,85,70,78,65,69,0,13,454,1900,0.0,29.24,29.95,6.9,26,7.2
2009-08-11,1,82,62,72,61,66,0,7,455,1859,0.0,29.3,30.0,6.3,2,8.0
2009-08-12,1,83,60,72,55,62,0,7,456,1858,0.0,29.39,30.09,3.7,4,5.9
2009-08-13,1,86,60,73,55,63,0,8,457,1856,0.0,29.38,30.1,1.5,14,3.8
2009-08-14,1,88,63,76,59,66,0,11,458,1855,0.0,29.38,30.1,5.4,21,5.7
2009-08-15,1,89,67,78,61,67,0,13,459,1854,0.0,29.32,30.04,8.7,19,8.9
2009-08-16,1,88,70,79,67,70,0,14,500,1852,0.63,29.27,29.99,9.5,20,10.2
2009-08-17,1,83,70,77,68,70,0,12,501,1851,0.33,29.28,30.0,4.6,22,5.8
2009-08-18,1,83,65,74,59,65,0,9,502,1849,0.0,29.28,29.99,7.5,27,8.1
2009-08-19,1,83,59,71,60,65,0,6,503,1848,0.35,29.08,29.83,5.7,16,8.7
2009-08-20,1,78,64,71,61,65,0,6,504,1846,0.07,28.93,29.66,12.1,23,12.5
2009-08-21,1,73,59,66,58,61,0,1,505,1845,0.16,29.07,29.75,7.7,27,10.7
2009-08-22,1,68,57,63,52,56,2,0,506,1843,0.0,29.31,30.0,7.8,1,9.4
2009-08-23,1,74,56,65,53,58,0,0,508,1842,0.0,29.38,30.09,2.7,2,6.4
2009-08-24,1,79,54,67,56,61,0,2,509,1840,0.0,29.41,30.13,3.8,21,5.1
2009-08-25,1,83,59,71,61,65,0,6,510,1839,0.0,29.33,30.05,9.1,21,9.2
2009-08-26,1,73,62,68,62,64,0,3,511,1837,0.93,29.36,30.08,5.2,2,7.8
2009-08-27,1,67,61,64,60,61,1,0,512,1835,0.95,29.36,30.08,9.1,7,9.7
2009-08-28,1,68,60,64,61,62,1,0,513,1834,0.22,29.18,29.93,3.4,2,5.7
2009-08-29,1,69,56,63,51,56,2,0,514,1832,0.02,29.18,29.89,11.4,31,11.8
2009-08-30,1,66,51,59,47,52,6,0,515,1831,0.0,29.44,30.14,8.2,1,9.3
2009-08-31,1,68,49,59,44,52,6,0,516,1829,0.0,29.55,30.27,4.8,3,6.0
2009-09-01,1,72,47,60,47,53,5,0,517,1827,0.0,29.57,30.31,3.3,4,3.4
2009-09-02,1,73,50,62,50,56,3,0,518,1826,0.0,29.51,30.25,4.1,6,5.1
2009-09-03,1,75,56,66,54,59,0,1,519,1824,0.0,29.42,30.16,4.7,5,6.0
2009-09-04,1,75,54,65,54,59,0,0,520,1822,0.0,29.44,30.15,3.6,4,4.1
2009-09-05,1,78,54,66,57,61,0,1,521,1821,0.0,29.49,30.21,4.3,4,5.3
2009-09-06,1,77,61,69,59,63,0,4,522,1819,0.03,29.47,30.19,4.2,5,5.3
2009-09-08,1,78,60,69,60,63,0,4,524,1815,0.0,29.36,30.07,6.6,3,7.3
2009-09-09,1,78,65,72,63,65,0,7,525,1814,0.0,29.42,30.14,6.1,6,6.9
2009-09-10,1,81,64,73,62,65,0,8,526,1812,0.0,29.48,30.2,6.0,6,6.8
2009-09-11,1,80,61,71,59,63,0,6,527,1810,0.0,29.44,30.17,5.1,7,5.6
2009-09-12,1,79,58,69,60,63,0,4,528,1809,0.0,29.41,30.14,3.7,3,4.8
2009-09-13,1,80,58,69,54,60,0,4,529,1807,0.0,29.39,30.12,1.5,7,3.0
2009-09-14,1,84,58,71,55,61,0,6,530,1805,0.0,29.34,30.07,0.1,33,2.1
2009-09-15,1,82,64,73,59,63,0,8,531,1803,0.0,29.36,30.07,6.2,2,7.8
2009-09-16,1,71,59,65,54,59,0,0,532,1760,0.0,29.49,30.2,11.0,5,11.4
2009-09-17,1,72,50,61,52,56,4,0,533,1758,0.0,29.45,30.18,3.4,5,4.2
2009-09-18,1,79,50,65,55,59,0,0,535,1756,0.0,29.46,30.18,5.1,2,6.4
2009-09-19,1,76,55,66,55,59,0,1,536,1755,0.0,29.48,30.21,3.2,10,5.9
2009-09-20,1,73,54,64,56,60,1,0,537,1753,0.75,29.28,30.04,6.4,7,7.9
2009-09-21,1,67,60,64,59,61,1,0,538,1751,0.005,29.26,29.98,3.5,23,4.6
2009-09-22,1,77,59,68,65,67,0,3,539,1749,0.0,29.28,29.98,5.2,17,7.7
2009-09-23,1,76,62,69,62,64,0,4,540,1748,0.0,29.42,30.12,0.6,32,4.0
2009-09-24,1,73,64,69,63,65,0,4,541,1746,0.0,29.44,30.16,4.3,6,4.7
2009-09-25,1,70,60,65,57,60,0,0,542,1744,0.16,29.39,30.12,5.4,11,7.3
2009-09-26,1,69,55,62,56,59,3,0,543,1742,0.0,29.15,29.91,4.0,27,4.6
2009-09-27,1,74,50,62,53,57,3,0,544,1741,0.08,28.84,29.59,8.2,22,10.2
2009-09-28,1,62,49,56,42,49,9,0,545,1739,0.01,28.91,29.61,20.3,29,20.7
2009-09-29,1,60,48,54,42,48,11,0,546,1737,0.0,29.28,29.96,9.0,33,10.3
2009-09-30,1,62,47,55,40,47,10,0,547,1735,0.0,29.39,30.11,5.7,3,6.8
2009-10-01,1,59,41,50,46,49,15,0,548,1734,0.89,29.13,29.9,9.1,13,9.5
2009-10-02,1,56,47,52,46,48,13,0,549,1732,0.21,28.8,29.55,10.5,21,12.0
2009-10-03,1,57,47,52,47,49,13,0,550,1730,0.11,29.02,29.7,6.9,26,7.4
2009-10-04,1,60,45,53,43,47,12,0,552,1729,0.005,29.28,29.98,9.0,28,9.2
2009-10-05,1,62,43,53,42,47,12,0,553,1727,0.0,29.29,30.03,1.8,8,5.4
2009-10-06,1,61,49,55,47,51,10,0,554,1725,0.03,28.9,29.65,8.8,24,14.9
2009-10-07,1,60,45,53,39,46,12,0,555,1724,0.0,29.24,29.95,9.2,26,10.8
2009-10-08,1,53,45,49,46,48,16,0,556,1722,0.12,29.18,29.92,3.3,21,4.8
2009-10-09,1,52,39,46,43,45,19,0,557,1720,0.46,29.21,29.93,9.4,34,10.0
2009-10-10,1,48,31,40,30,35,25,0,558,1719,0.0,29.49,30.21,7.4,28,7.7
2009-10-11,1,44,29,37,22,32,28,0,559,1717,0.0,29.6,30.35,1.5,33,5.0
2009-10-12,1,48,41,45,36,41,20,0,600,1715,0.02,29.44,30.18,0.6,19,3.8
2009-10-13,1,47,34,41,32,38,24,0,602,1714,0.0,29.6,30.35,8.5,1,10.0
2009-10-14,1,48,42,45,36,41,20,0,603,1712,0.03,29.4,30.17,11.0,9,11.5
2009-10-15,1,44,41,43,38,40,22,0,604,1711,0.29,29.26,30.0,8.2,6,9.1
2009-10-16,1,45,39,42,36,39,23,0,605,1709,0.04,29.41,30.13,8.2,35,8.2
2009-10-17,1,52,36,44,33,39,21,0,606,1707,0.005,29.57,30.3,8.0,34,8.2
2009-10-18,1,53,31,42,33,39,23,0,607,1706,0.0,29.49,30.25,6.1,21,6.9
2009-10-19,1,65,44,55,41,47,10,0,608,1704,0.0,29.25,30.0,11.4,21,11.5
2009-10-20,1,62,48,55,48,52,10,0,610,1703,0.03,29.31,30.03,4.0,19,5.3
2009-10-21,1,69,55,62,52,56,3,0,611,1701,0.005,29.25,29.99,11.4,21,11.5
2009-10-22,1,58,48,53,48,50,12,0,612,1660,1.03,29.18,29.94,8.4,5,13.0
2009-10-23,1,61,42,52,49,50,13,0,613,1658,0.89,28.73,29.48,6.2,18,16.2
2009-10-24,1,50,38,44,37,40,21,0,614,1657,0.04,29.03,29.73,8.3,26,8.9
2009-10-25,1,62,44,53,45,49,12,0,616,1656,0.27,29.26,29.96,5.5,19,6.9
2009-10-26,1,55,49,52,48,49,13,0,617,1654,0.11,29.28,30.02,4.9,21,7.5
2009-10-27,1,51,45,48,45,47,17,0,618,1653,0.06,29.19,29.94,4.4,5,6.5
2009-10-28,1,57,50,54,49,51,11,0,619,1651,0.0,29.28,29.99,3.1,14,4.3
2009-10-29,1,60,47,54,50,52,11,0,620,1650,0.6,29.21,29.98,12.5,14,12.7
2009-10-30,1,67,46,57,53,56,8,0,622,1649,0.81,28.79,29.55,15.6,20,17.4
2009-10-31,1,46,35,41,31,38,24,0,623,1647,0.005,29.18,29.86,11.1,26,11.5
2010-05-01,1,70,58,64,53,58,1,0,448,1849,0.11,28.89,29.6,9.1,21,9.4
2010-05-02,1,69,53,61,52,56,4,0,447,1850,0.93,28.9,29.61,4.4,25,6.1
2010-05-03,1,72,50,61,45,53,4,0,446,1851,0.0,29.07,29.77,8.8,25,9.4
2010-05-04,1,79,50,65,44,54,0,0,444,1852,0.0,29.05,29.77,13.9,21,14.2
2010-05-05,1,72,56,64,37,51,1,0,443,1853,0.005,29.08,29.77,10.2,27,12.8
