Date,Tmax_x,Tmin_x,Tavg_x,Depart_x,DewPoint_x,Heat_x,Cool_x,Sunrise_x,Sunset_x,Depth_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,Tmax_y,Tmin_y,DewPoint_y,ResultSpeed_y,ResultDir_y
2008-07-23,81,60,71,-3,52,0,6,0436,1920,0,7.6,2,8.5,81,60,52,8.3,36
2008-07-24,82,59,71,-3,53,0,6,0437,1919,0,3.9,24,4.4,82,60,52,4.3,24
2008-07-25,82,61,72,-2,63,0,7,0438,1918,0,5.5,23,6.9,84,65,63,6.8,22
2008-07-26,84,65,75,1,58,0,10,0439,1918,0,8.5,31,9.1,85,67,58,6.9,30
2008-07-27,83,62,73,-1,58,0,8,0440,1917,0,5.9,24,6.7,83,63,58,5.9,24
2008-07-28,85,66,76,2,63,0,11,0441,1916,0,4.0,7,6.1,84,70,63,4.4,10
2008-07-29,88,65,77,3,67,0,12,0442,1915,0,6.4,20,7.9,89,70,67,5.9,20
2008-07-30,89,72,81,7,65,0,16,0443,1914,0,7.8,27,8.6,90,72,67,8.8,27
2008-07-31,89,72,81,7,67,0,16,0444,1913,0,4.9,27,5.8,89,71,69,5.6,27
2008-08-01,89,68,79,6,68,0,14,0445,1911,0,3.1,31,5.7,89,72,69,1.9,6
2008-08-02,81,65,73,0,59,0,8,0446,1910,0,8.4,3,9.2,80,68,60,8.6,3
2008-08-03,84,61,73,0,61,0,8,0447,1909,0,5.3,18,6.0,85,63,61,5.2,19
2008-08-04,87,70,79,6,68,0,14,0448,1908,0,3.1,18,9.0,88,69,69,2.9,19
2008-08-05,87,69,78,5,67,0,13,0449,1907,0,6.2,31,7.4,88,71,69,2.9,31
2008-08-06,84,67,76,3,60,0,11,0450,1906,0,6.8,30,8.1,84,67,60,5.4,29
2008-08-07,82,64,73,0,56,0,8,0451,1904,0,7.8,34,9.4,81,63,57,7.1,35
2008-08-08,79,63,71,-2,54,0,6,0452,1903,0,4.5,2,7.4,78,64,54,3.5,1
2008-08-09,80,62,71,-2,58,0,6,0453,1902,0,2.6,31,9.0,78,61,58,3.8,28
2008-08-10,74,58,66,-7,52,0,1,0454,1900,0,8.4,2,9.0,74,61,53,10.2,2
2008-08-11,77,59,68,-5,57,0,3,0455,1859,0,3.9,5,6.3,76,60,57,3.5,5
2008-08-12,77,61,69,-4,57,0,4,0456,1858,0,3.3,10,3.8,77,62,57,3.3,10
2008-08-13,79,66,73,0,59,0,8,0457,1856,0,3.0,7,4.6,77,66,59,3.1,8
2008-08-14,79,63,71,-1,60,0,6,0458,1855,0,7.3,3,7.9,78,65,60,7.7,3
2008-08-15,78,61,70,-2,54,0,5,0459,1854,0,6.9,3,7.9,78,61,55,7.5,4
2008-08-16,83,58,71,-1,53,0,6,0500,1852,0,5.7,29,6.5,82,59,53,5.5,29
2008-08-17,84,63,74,2,60,0,9,0501,1851,0,7.9,26,8.0,85,63,59,8.5,25
2008-08-18,85,65,75,3,57,0,10,0502,1849,0,7.2,27,7.4,85,65,58,6.6,26
2008-08-19,82,63,73,2,64,0,8,0503,1848,0,5.9,4,6.7,84,65,64,4.9,5
2008-08-20,81,65,73,2,60,0,8,0504,1846,0,6.0,9,7.4,81,67,59,7.3,10
2008-08-21,82,68,75,4,61,0,10,0505,1845,0,6.5,15,8.4,82,69,60,6.5,14
2008-08-22,83,72,78,7,68,0,13,0506,1843,0,12.7,19,12.8,84,75,69,11.1,19
2008-08-23,87,68,78,7,66,0,13,0508,1842,0,7.6,25,9.4,90,69,68,8.3,24
2008-08-24,77,63,70,-1,57,0,5,0509,1840,0,7.7,3,9.7,78,65,57,8.7,3
2008-08-25,74,64,69,-1,54,0,4,0510,1839,0,11.1,5,11.4,74,66,56,12.7,5
2008-08-26,76,61,69,-1,54,0,4,0511,1837,0,7.7,7,8.4,75,61,55,7.9,7
2008-08-27,83,61,72,2,56,0,7,0512,1835,0,4.6,7,5.9,82,60,57,4.2,9
2008-08-28,80,63,72,2,64,0,7,0513,1834,0,5.7,19,6.7,81,67,65,5.7,19
2008-08-29,85,64,75,5,58,0,10,0514,1832,0,3.5,35,6.5,84,67,61,3.6,2
2008-08-30,87,56,72,2,55,0,7,0515,1831,0,2.6,24,3.8,87,61,55,2.0,23
2008-08-31,90,60,75,6,56,0,10,0516,1829,0,4.8,13,5.4,89,65,57,4.8,12
2008-09-01,90,62,76,8,54,0,11,0517,1827,0,7.0,14,7.7,89,67,54,7.7,12
2008-09-02,94,65,80,12,61,0,15,0518,1826,0,3.2,21,4.4,95,68,61,2.8,17
2008-09-03,77,66,72,4,60,0,7,0519,1824,0,9.8,1,10.4,77,68,62,11.2,1
2008-09-04,67,61,64,-4,61,1,0,0520,1822,0,11.6,3,12.4,68,63,63,11.2,3
2008-09-05,70,57,64,-3,56,1,0,0521,1821,0,5.9,34,6.9,68,58,58,4.3,32
2008-09-06,74,53,64,-3,54,1,0,0522,1819,0,4.9,27,5.3,74,56,54,5.1,28
2008-09-07,74,55,65,-2,51,0,0,0523,1817,0,6.4,26,6.6,74,58,52,7.0,26
2008-09-08,67,52,60,-6,52,5,0,0524,1815,0,4.6,34,6.2,70,53,54,4.9,33
2008-09-09,69,49,59,-7,45,6,0,0525,1814,0,3.9,36,6.4,68,49,46,3.1,36
2008-09-10,72,48,60,-6,48,5,0,0526,1812,0,4.3,14,5.1,72,50,47,4.0,14
2008-09-11,79,55,67,2,57,0,2,0527,1810,0,8.9,18,9.8,79,57,57,8.6,18
2008-09-12,73,69,71,6,67,0,6,0528,1809,0,6.0,22,6.8,73,69,68,6.6,23
2008-09-13,75,68,72,7,69,0,7,0529,1807,0,6.4,21,9.1,77,69,71,7.2,22
2008-09-14,72,58,65,1,61,0,0,0530,1805,0,7.7,31,10.1,72,58,62,7.2,32
2008-09-15,63,53,58,-6,51,7,0,0531,1803,0,5.7,34,6.1,65,55,53,5.9,33
2008-09-16,71,49,60,-4,50,5,0,0532,1760,0,5.3,23,5.8,71,50,50,5.3,24
2008-09-17,82,57,70,6,56,0,5,0533,1758,0,2.1,29,7.0,83,58,56,2.2,28
2008-09-18,74,56,65,1,55,0,0,0535,1756,0,6.1,9,7.2,74,62,56,7.2,9
2008-09-19,77,54,66,3,54,0,1,0536,1755,0,5.8,19,6.0,79,58,53,6.1,18
2008-09-20,82,56,69,7,57,0,4,0537,1753,0,1.7,16,2.9,82,59,56,2.3,12
2008-09-21,80,58,69,7,61,0,4,0538,1751,0,3.8,5,4.2,80,60,61,3.0,9
2008-09-22,81,61,71,9,59,0,6,0539,1749,0,6.9,11,8.0,82,63,59,6.7,12
2008-09-23,82,59,71,10,57,0,6,0540,1748,0,7.0,15,7.7,83,63,56,6.6,15
2008-09-24,82,57,70,9,59,0,5,0541,1746,0,2.6,23,4.6,82,62,57,2.7,21
2008-09-25,77,63,70,9,61,0,5,0542,1744,0,6.9,4,7.5,78,66,61,5.4,4
2008-09-26,79,59,69,9,55,0,4,0543,1742,0,3.0,6,4.3,78,60,54,3.5,6
2008-09-27,81,53,67,7,54,0,2,0544,1741,0,1.0,3,2.7,80,55,54,1.6,7
2008-09-28,68,57,63,4,57,2,0,0545,1739,0,7.2,4,7.8,69,60,57,7.3,4
2008-09-29,64,54,59,0,55,6,0,0546,1737,0,3.5,33,4.8,65,56,57,1.6,33
2008-09-30,59,48,54,-5,44,11,0,0547,1735,0,11.4,31,11.5,61,48,45,9.3,31
2008-10-01,61,46,54,-4,40,11,0,0548,1734,0,11.2,33,11.1,62,46,41,10.9,33
2008-10-02,61,42,52,-6,40,13,0,0549,1732,0,8.7,28,9.2,62,43,40,9.5,28
2008-10-03,60,44,52,-5,42,13,0,0550,1730,0,6.5,3,7.7,59,49,43,6.0,6
2008-10-04,61,38,50,-7,38,15,0,0552,1729,0,3.2,11,4.4,60,42,39,3.1,11
2008-10-05,61,41,51,-6,43,14,0,0553,1727,0,5.6,11,6.6,61,46,41,6.5,11
2008-10-06,69,54,62,6,47,3,0,0554,1725,0,10.5,11,10.7,70,56,46,8.9,12
2008-10-07,63,56,60,4,52,5,0,0555,1724,0,10.3,13,11.3,65,56,52,9.5,14
2008-10-08,64,50,57,1,51,8,0,0556,1722,0,7.5,26,8.1,63,52,52,7.4,26
2008-10-09,69,47,58,3,38,7,0,0557,1720,0,5.5,29,5.8,69,48,39,3.9,29
2008-10-10,72,42,57,2,42,8,0,0558,1719,0,4.8,11,6.7,73,46,41,5.3,11
2008-10-11,79,51,65,11,50,0,0,0559,1717,0,4.2,14,5.0,80,55,50,3.9,14
2008-10-12,84,57,71,17,56,0,6,0600,1715,0,4.3,15,5.1,86,62,54,5.8,16
2008-10-13,77,61,69,16,58,0,4,0602,1714,0,7.7,20,8.1,79,64,57,8.3,20
2008-10-14,69,53,61,8,43,4,0,0603,1712,0,2.0,30,6.8,70,55,43,1.5,34
2008-10-15,63,47,55,2,50,10,0,0604,1711,0,4.2,32,6.3,64,50,51,3.6,32
2008-10-16,59,43,51,-1,38,14,0,0605,1709,0,6.1,35,7.5,59,44,39,6.7,35
2008-10-17,57,43,50,-2,39,15,0,0606,1707,0,6.2,36,7.2,56,44,40,5.8,36
2008-10-18,60,43,52,1,40,13,0,0607,1706,0,2.1,7,6.1,60,46,41,2.4,7
2008-10-19,62,40,51,0,37,14,0,0608,1704,0,12.0,19,12.4,62,44,37,10.6,19
2008-10-20,55,43,49,-1,42,16,0,0610,1703,0,4.0,31,7.6,56,44,43,3.2,31
2008-10-21,55,38,47,-3,35,18,0,0611,1701,0,7.1,2,8.7,55,39,37,6.7,3
2008-10-22,52,35,44,-6,30,21,0,0612,1660,0,12.1,12,13.1,54,40,29,12.0,12
2008-10-23,58,41,50,1,36,15,0,0613,1658,0,11.5,12,11.8,60,40,34,10.6,12
2008-10-24,54,44,49,0,44,16,0,0614,1657,0,5.3,19,6.1,56,45,44,5.6,20
2008-10-25,53,43,48,0,40,17,0,0616,1656,0,11.9,22,12.3,53,43,41,12.8,23
2008-10-26,56,37,47,-1,32,18,0,0617,1654,0,17.2,27,17.8,56,36,34,17.5,27
2008-10-27,47,33,40,-8,27,25,0,0618,1653,0,13.7,31,14.4,47,34,28,13.4,31
2008-10-28,45,31,38,-9,23,27,0,0619,1651,0,10.5,30,10.9,45,32,23,9.9,30
2008-10-29,51,32,42,-5,24,23,0,0620,1650,0,3.7,32,6.2,51,33,25,1.7,29
2008-10-30,62,31,47,1,32,18,0,0622,1649,0,10.5,19,10.4,63,34,31,9.3,19
2008-10-31,70,48,59,13,46,6,0,0623,1647,0,5.7,22,7.4,71,49,46,6.0,22
2009-05-01,60,46,53,0,40,12,0,0448,1849,0,8.4,29,8.5,62,48,42,8.1,29
2009-05-02,66,44,55,1,33,10,0,0447,1850,0,8.8,26,9.2,65,45,34,9.2,27
2009-05-03,70,43,57,3,34,8,0,0446,1851,0,3.9,26,4.9,70,45,35,4.7,26
2009-05-04,70,43,57,3,34,8,0,0444,1852,0,6.5,9,7.6,70,49,36,7.1,9
2009-05-05,71,49,60,5,40,5,0,0443,1853,0,5.5,13,6.0,70,54,41,5.1,12
2009-05-06,75,51,63,8,51,2,0,0442,1855,0,6.5,19,8.1,75,56,51,6.2,19
2009-05-07,77,56,67,12,52,0,2,0441,1856,0,8.5,25,10.3,77,56,53,8.2,24
2009-05-08,77,53,65,9,53,0,0,0439,1857,0,4.9,21,6.0,74,57,55,4.4,20
2009-05-09,63,46,55,-1,44,10,0,0438,1858,0,6.8,29,11.8,64,45,44,4.7,28
2009-05-10,67,40,54,-2,39,11,0,0437,1859,0,4.7,30,8.4,67,43,40,5.1,30
2009-05-11,61,39,50,-7,35,15,0,0436,1860,0,0.7,8,4.6,61,40,34,2.1,7
2009-05-12,71,39,55,-2,34,10,0,0435,1901,0,9.5,16,9.6,72,44,32,8.9,16
2009-05-13,70,53,62,4,56,3,0,0434,1902,0,14.4,19,16.4,71,54,58,12.9,18
2009-05-14,68,53,61,3,44,4,0,0433,1903,0,10.5,27,10.7,69,55,44,11.1,27
2009-05-15,61,52,57,-1,51,8,0,0432,1904,0,6.0,16,8.8,63,55,52,4.4,15
2009-05-16,62,45,54,-5,40,11,0,0431,1905,0,11.0,29,12.5,62,47,41,11.0,30
2009-05-17,63,39,51,-8,27,14,0,0430,1906,0,0.2,33,6.2,59,41,28,3.3,9
2009-05-18,66,40,53,-7,33,12,0,0429,1907,0,9.6,19,9.9,67,45,30,9.3,19
2009-05-19,80,52,66,6,44,0,1,0428,1908,0,13.5,21,13.8,80,54,43,12.3,21
2009-05-20,84,61,73,12,44,0,8,0427,1909,0,14.4,20,14.6,85,61,43,11.9,20
2009-05-21,84,60,72,11,49,0,7,0426,1910,0,7.8,23,12.8,85,60,48,8.1,25
2009-05-22,69,53,61,0,46,4,0,0425,1911,0,10.4,4,10.7,70,56,47,10.0,3
2009-05-23,80,50,65,4,50,0,0,0425,1912,0,4.5,7,5.7,79,55,51,4.5,8
2009-05-24,71,55,63,1,46,2,0,0424,1913,0,10.4,4,11.0,70,56,47,10.7,3
2009-05-25,67,54,61,-1,43,4,0,0423,1914,0,10.3,6,10.8,64,56,46,8.7,6
2009-05-26,74,53,64,2,51,1,0,0422,1915,0,7.5,5,7.8,76,56,54,5.7,6
2009-05-27,73,55,64,2,58,1,0,0422,1916,0,3.6,24,7.2,75,58,60,6.8,24
2009-05-28,62,54,58,-5,51,7,0,0421,1916,0,6.8,30,8.1,64,55,51,6.8,29
2009-05-29,74,50,62,-2,49,3,0,0421,1917,0,2.7,32,6.9,77,55,49,2.0,31
2009-05-30,79,50,65,1,46,0,0,0420,1918,0,2.9,27,6.8,79,53,46,1.8,29
2009-05-31,73,45,59,-5,41,6,0,0420,1919,0,2.7,10,4.6,72,49,43,2.9,9
2009-06-01,78,51,65,1,53,0,0,0419,1920,0,1.2,34,11.1,80,52,54,1.0,34
2009-06-02,60,48,54,-10,46,11,0,0419,1920,0,7.4,3,8.0,61,50,47,8.3,3
2009-06-03,61,43,52,-12,39,13,0,0418,1921,0,10.5,4,10.7,61,47,40,11.0,2
2009-06-04,68,42,55,-9,37,10,0,0418,1922,0,4.7,4,5.9,68,47,38,5.2,5
2009-06-05,79,44,62,-3,44,3,0,0417,1923,0,5.8,26,6.7,80,47,43,6.3,25
2009-06-06,63,51,57,-9,45,8,0,0417,1923,0,6.2,5,7.7,66,55,48,4.7,3
2009-06-07,73,52,63,-3,53,2,0,0417,1924,0,2.7,8,6.9,74,56,54,1.5,11
2009-06-08,80,52,66,0,60,0,1,0417,1925,0,5.9,24,9.2,82,55,61,6.4,25
2009-06-09,67,55,61,-5,53,4,0,0416,1925,0,4.0,6,6.3,67,56,53,6.4,8
2009-06-10,67,54,61,-6,49,4,0,0416,1926,0,8.0,5,8.7,67,55,50,8.5,4
2009-06-11,64,53,59,-8,51,6,0,0416,1926,0,10.2,3,10.3,60,53,53,8.8,1
2009-06-12,74,49,62,-6,49,3,0,0416,1927,0,4.4,7,5.8,72,50,49,5.0,6
2009-06-13,68,54,61,-7,51,4,0,0416,1927,0,5.9,5,6.7,66,56,52,7.2,4
2009-06-14,77,51,64,-4,48,1,0,0416,1928,0,4.5,4,4.7,76,54,50,5.1,5
2009-06-15,81,53,67,-1,49,0,2,0416,1928,0,5.5,9,6.4,81,57,49,7.4,9
2009-06-16,71,59,65,-4,55,0,0,0416,1929,0,11.2,10,11.8,71,64,57,10.3,11
2009-06-17,71,61,66,-3,59,0,1,0416,1929,0,3.0,36,6.2,73,63,60,2.6,34
2009-06-18,80,61,71,1,63,0,6,0416,1929,0,6.7,16,7.9,81,63,64,3.7,17
2009-06-19,86,65,76,6,67,0,11,0416,1930,0,7.2,18,11.6,88,66,68,6.3,18
2009-06-20,87,68,78,8,65,0,13,0416,1930,0,8.3,29,8.6,88,69,65,8.3,28
2009-06-21,84,70,77,7,63,0,12,0416,1930,0,2.8,7,3.9,86,71,64,3.3,9
2009-06-22,89,68,79,9,67,0,14,0417,1931,0,4.0,11,5.6,89,70,67,5.3,12
2009-06-23,94,71,83,13,69,0,18,0417,1931,0,1.8,14,3.5,92,75,68,2.8,13
2009-06-24,94,75,85,14,68,0,20,0417,1931,0,1.9,22,5.8,93,73,68,2.1,23
2009-06-25,94,75,85,14,69,0,20,0417,1931,0,2.4,32,4.9,93,76,68,1.8,26
2009-06-26,86,69,78,7,60,0,13,0418,1931,0,6.4,4,8.2,86,72,61,6.4,4
2009-06-27,89,62,76,5,61,0,11,0418,1931,0,5.1,21,6.9,90,67,60,6.0,22
2009-06-28,83,66,75,4,53,0,10,0419,1931,0,13.2,29,13.6,83,68,53,14.1,29
2009-06-29,77,63,70,-1,54,0,5,0419,1931,0,12.2,30,12.7,78,65,54,13.4,30
2009-06-30,66,59,63,-9,53,2,0,0419,1931,0,8.9,30,9.1,68,61,53,8.1,30
2009-07-01,65,57,61,-11,52,4,0,0420,1931,0,8.2,32,8.7,65,57,54,6.6,31
2009-07-02,73,59,66,-6,54,0,1,0420,1931,0,8.4,31,8.8,73,60,55,5.7,31
2009-07-03,79,63,71,-1,56,0,6,0421,1931,0,1.2,34,5.8,79,62,56,1.8,2
2009-07-04,69,59,64,-8,58,1,0,0422,1930,0,1.8,13,3.8,69,63,58,3.4,14
2009-07-05,81,57,69,-3,58,0,4,0422,1930,0,0.7,34,2.4,82,61,59,0.3,36
2009-07-06,86,60,73,1,54,0,8,0423,1930,0,7.5,31,7.8,85,63,54,4.2,30
2009-07-07,77,59,68,-4,54,0,3,0423,1930,0,5.9,7,7.0,76,65,55,5.9,7
2009-07-08,65,61,63,-10,56,2,0,0424,1929,0,6.8,6,7.0,68,62,55,7.0,8
2009-07-09,79,59,69,-4,57,0,4,0425,1929,0,5.8,11,6.9,80,63,58,6.5,10
2009-07-10,82,63,73,0,64,0,8,0425,1929,0,4.4,21,4.9,84,67,65,3.6,21
2009-07-11,85,63,74,1,59,0,9,0426,1928,0,4.8,31,7.0,85,68,60,5.9,29
2009-07-12,82,58,70,-3,51,0,5,0427,1928,0,2.9,29,5.7,82,60,50,1.9,33
2009-07-13,79,61,70,-3,46,0,5,0428,1927,0,4.8,7,5.8,78,66,48,5.8,7
2009-07-14,80,55,68,-5,51,0,3,0428,1927,0,6.7,16,7.5,81,60,49,7.5,16
2009-07-15,85,65,75,1,62,0,10,0429,1926,0,10.0,24,12.4,86,67,62,10.0,25
2009-07-16,80,64,72,-2,56,0,7,0430,1925,0,9.9,28,10.8,82,65,57,9.6,28
2009-07-17,70,57,64,-10,51,1,0,0431,1925,0,10.6,30,10.8,70,58,52,10.1,29
2009-07-18,72,57,65,-9,52,0,0,0432,1924,0,8.1,31,8.2,73,58,52,6.6,32
2009-07-19,71,57,64,-10,52,1,0,0433,1923,0,1.3,36,4.0,73,60,53,1.4,4
2009-07-20,76,55,66,-8,55,0,1,0433,1923,0,5.1,9,5.5,76,59,56,6.2,10
2009-07-21,80,58,69,-5,57,0,4,0434,1922,0,3.1,13,5.8,82,64,56,4.9,14
2009-07-22,78,63,71,-3,61,0,6,0435,1921,0,3.5,3,5.0,79,66,59,2.8,11
2009-07-23,82,62,72,-2,58,0,7,0436,1920,0,2.6,32,5.0,79,63,60,1.7,1
2009-07-24,83,61,72,-2,59,0,7,0437,1919,0,8.9,23,9.8,83,62,60,8.7,23
2009-07-25,81,66,74,0,58,0,9,0438,1918,0,10.6,28,11.1,81,66,59,10.8,27
2009-07-26,82,63,73,-1,58,0,8,0439,1918,0,8.0,29,8.6,82,64,59,9.1,29
2009-07-27,84,64,74,0,61,0,9,0440,1917,0,9.3,23,10.1,84,66,61,9.2,23
2009-07-28,84,66,75,1,60,0,10,0441,1916,0,6.4,28,8.0,86,68,62,6.5,28
2009-07-29,81,62,72,-2,51,0,7,0442,1915,0,4.2,35,7.1,79,66,52,3.8,3
2009-07-30,79,59,69,-5,57,0,4,0443,1914,0,4.4,23,5.5,80,65,57,4.9,24
2009-07-31,81,58,70,-4,54,0,5,0444,1913,0,6.2,26,7.3,82,62,55,5.9,27
2009-08-01,75,61,68,-5,59,0,3,0445,1911,0,11.6,22,11.4,75,63,59,10.6,23
2009-08-02,78,57,68,-5,51,0,3,0446,1910,0,6.8,25,9.6,79,58,52,6.2,26
2009-08-03,84,67,76,3,60,0,11,0447,1909,0,12.2,21,12.4,86,68,61,11.0,21
2009-08-04,85,67,76,3,61,0,11,0448,1908,0,2.5,2,5.8,86,69,63,1.8,5
2009-08-05,79,61,70,-3,54,0,5,0449,1907,0,2.9,6,4.2,79,66,56,3.8,6
2009-08-06,82,60,71,-2,51,0,6,0450,1906,0,1.4,6,5.4,81,62,51,3.4,9
2009-08-07,74,64,69,-4,59,0,4,0451,1904,0,7.3,15,7.8,74,67,59,6.4,15
2009-08-08,89,68,79,6,70,0,14,0452,1903,0,12.9,21,13.6,89,69,70,12.2,21
2009-08-09,91,77,84,11,71,0,19,0453,1902,0,11.6,23,12.9,92,77,72,11.1,23
2009-08-10,85,70,78,5,65,0,13,0454,1900,0,6.9,26,7.2,86,71,66,8.3,26
2009-08-11,82,62,72,-1,61,0,7,0455,1859,0,6.3,2,8.0,81,65,62,6.1,2
2009-08-12,83,60,72,-1,55,0,7,0456,1858,0,3.7,4,5.9,82,63,56,5.5,5
2009-08-13,86,60,73,0,55,0,8,0457,1856,0,1.5,14,3.8,86,63,55,2.0,16
2009-08-14,88,63,76,4,59,0,11,0458,1855,0,5.4,21,5.7,88,67,59,6.3,21
2009-08-15,89,67,78,6,61,0,13,0459,1854,0,8.7,19,8.9,89,70,61,8.3,19
2009-08-16,88,70,79,7,67,0,14,0500,1852,0,9.5,20,10.2,90,71,68,9.3,21
2009-08-17,83,70,77,5,68,0,12,0501,1851,0,4.6,22,5.8,83,71,68,5.1,22
2009-08-18,83,65,74,2,59,0,9,0502,1849,0,7.5,27,8.1,84,66,61,8.0,27
2009-08-19,83,59,71,0,60,0,6,0503,1848,0,5.7,16,8.7,81,64,62,5.9,16
2009-08-20,78,64,71,0,61,0,6,0504,1846,0,12.1,23,12.5,79,64,61,12.2,23
2009-08-21,73,59,66,-5,58,0,1,0505,1845,0,7.7,27,10.7,74,59,58,10.1,27
2009-08-22,68,57,63,-8,52,2,0,0506,1843,0,7.8,1,9.4,69,58,52,9.4,36
2009-08-23,74,56,65,-6,53,0,0,0508,1842,0,2.7,2,6.4,73,58,55,3.5,5
2009-08-24,79,54,67,-4,56,0,2,0509,1840,0,3.8,21,5.1,79,57,57,5.0,21
2009-08-25,83,59,71,1,61,0,6,0510,1839,0,9.1,21,9.2,82,61,61,8.3,21
2009-08-26,73,62,68,-2,62,0,3,0511,1837,0,5.2,2,7.8,72,64,64,3.9,2
2009-08-27,67,61,64,-6,60,1,0,0512,1835,0,9.1,7,9.7,67,62,61,10.7,8
2009-08-28,68,60,64,-6,61,1,0,0513,1834,0,3.4,2,5.7,71,61,61,2.6,2
2009-08-29,69,56,63,-7,51,2,0,0514,1832,0,11.4,31,11.8,69,56,52,10.4,31
2009-08-30,66,51,59,-11,47,6,0,0515,1831,0,8.2,1,9.3,66,51,47,9.4,1
2009-08-31,68,49,59,-10,44,6,0,0516,1829,0,4.8,3,6.0,67,49,44,5.3,4
2009-09-01,72,47,60,-8,47,5,0,0517,1827,0,3.3,4,3.4,71,50,49,3.2,6
2009-09-02,73,50,62,-6,50,3,0,0518,1826,0,4.1,6,5.1,72,53,51,3.2,8
2009-09-03,75,56,66,-2,54,0,1,0519,1824,0,4.7,5,6.0,75,57,55,5.2,6
2009-09-04,75,54,65,-3,54,0,0,0520,1822,0,3.6,4,4.1,75,58,55,3.8,4
2009-09-05,78,54,66,-1,57,0,1,0521,1821,0,4.3,4,5.3,78,57,57,5.2,6
2009-09-06,77,61,69,2,59,0,4,0522,1819,0,4.2,5,5.3,77,66,59,6.3,8
2009-09-07,77,59,68,1,59,0,3,0523,1817,0,5.8,3,4.0,77,63,59,6.3,4
2009-09-08,78,60,69,3,60,0,4,0524,1815,0,6.6,3,7.3,78,62,62,6.9,4
2009-09-09,78,65,72,6,63,0,7,0525,1814,0,6.1,6,6.9,77,68,63,6.8,7
2009-09-10,81,64,73,7,62,0,8,0526,1812,0,6.0,6,6.8,80,65,62,6.6,7
2009-09-11,80,61,71,6,59,0,6,0527,1810,0,5.1,7,5.6,78,64,59,6.4,8
2009-09-12,79,58,69,4,60,0,4,0528,1809,0,3.7,3,4.8,78,61,61,3.2,6
2009-09-13,80,58,69,4,54,0,4,0529,1807,0,1.5,7,3.0,79,57,55,2.5,7
2009-09-14,84,58,71,7,55,0,6,0530,1805,0,0.1,33,2.1,84,59,56,1.1,13
2009-09-15,82,64,73,9,59,0,8,0531,1803,0,6.2,2,7.8,83,63,58,5.8,2
2009-09-16,71,59,65,1,54,0,0,0532,1760,0,11.0,5,11.4,72,62,54,12.5,6
2009-09-17,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
2009-09-18,79,50,65,1,55,0,0,0535,1756,0,5.1,2,6.4,79,52,55,5.3,3
2009-09-19,76,55,66,3,55,0,1,0536,1755,0,3.2,10,5.9,75,58,55,4.4,10
2009-09-20,73,54,64,2,56,1,0,0537,1753,0,6.4,7,7.9,71,54,56,5.9,8
2009-09-21,67,60,64,2,59,1,0,0538,1751,0,3.5,23,4.6,69,63,60,3.6,23
2009-09-22,77,59,68,6,65,0,3,0539,1749,0,5.2,17,7.7,76,63,65,5.2,18
2009-09-23,76,62,69,8,62,0,4,0540,1748,0,0.6,32,4.0,76,62,63,0.8,31
2009-09-24,73,64,69,8,63,0,4,0541,1746,0,4.3,6,4.7,71,64,62,4.1,7
2009-09-25,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
2009-09-26,69,55,62,2,56,3,0,0543,1742,0,4.0,27,4.6,66,56,56,3.9,26
2009-09-27,74,50,62,2,53,3,0,0544,1741,0,8.2,22,10.2,74,53,53,7.6,23
2009-09-28,62,49,56,-3,42,9,0,0545,1739,0,20.3,29,20.7,63,50,42,19.8,28
2009-09-29,60,48,54,-5,42,11,0,0546,1737,0,9.0,33,10.3,58,48,42,8.4,33
2009-09-30,62,47,55,-4,40,10,0,0547,1735,0,5.7,3,6.8,61,49,42,4.8,3
2009-10-01,59,41,50,-8,46,15,0,0548,1734,0,9.1,13,9.5,59,44,46,8.8,13
2009-10-02,56,47,52,-6,46,13,0,0549,1732,0,10.5,21,12.0,56,48,46,10.0,22
2009-10-03,57,47,52,-5,47,13,0,0550,1730,0,6.9,26,7.4,58,47,47,9.4,26
2009-10-04,60,45,53,-4,43,12,0,0552,1729,0,9.0,28,9.2,61,45,42,8.9,27
2009-10-05,62,43,53,-4,42,12,0,0553,1727,0,1.8,8,5.4,61,42,42,2.9,9
2009-10-06,61,49,55,-1,47,10,0,0554,1725,0,8.8,24,14.9,62,49,46,9.5,24
2009-10-07,60,45,53,-3,39,12,0,0555,1724,0,9.2,26,10.8,60,45,39,8.5,26
2009-10-08,53,45,49,-7,46,16,0,0556,1722,0,3.3,21,4.8,54,47,46,4.8,20
2009-10-09,52,39,46,-9,43,19,0,0557,1720,0,9.4,34,10.0,52,40,44,9.3,35
2009-10-10,48,31,40,-15,30,25,0,0558,1719,0,7.4,28,7.7,48,33,30,7.8,29
2009-10-11,44,29,37,-17,22,28,0,0559,1717,0,1.5,33,5.0,45,29,23,1.1,1
2009-10-12,48,41,45,-9,36,20,0,0600,1715,0,0.6,19,3.8,49,42,34,0.6,24
2009-10-13,47,34,41,-12,32,24,0,0602,1714,0,8.5,1,10.0,48,36,32,8.5,2
2009-10-14,48,42,45,-8,36,20,0,0603,1712,0,11.0,9,11.5,48,42,36,10.7,10
2009-10-15,44,41,43,-10,38,22,0,0604,1711,0,8.2,6,9.1,44,41,38,9.4,7
